"status"	"copyright"	"response.docs.web_url"	"response.docs.snippet"	"response.docs.lead_paragraph"	"response.docs.abstract"	"response.docs.print_page"	"response.docs.source"	"response.docs.pub_date"	"response.docs.document_type"	"response.docs.news_desk"	"response.docs.section_name"	"response.docs.subsection_name"	"response.docs.type_of_material"	"response.docs._id"	"response.docs.word_count"	"response.docs.uri"	"response.docs.headline.main"	"response.docs.headline.kicker"	"response.docs.headline.content_kicker"	"response.docs.headline.print_headline"	"response.docs.headline.name"	"response.docs.headline.seo"	"response.docs.headline.sub"	"response.docs.byline.original"	"response.docs.byline.organization"	"response.meta.hits"	"response.meta.offset"	"response.meta.time"
"919"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/02/26/world/europe/with-no-unified-refugee-strategy-europeans-fall-back-on-old-alliances.html"	"Without an effective Europe-wide policy response, and facing growing public anger in many countries, Europe’s national leaders have splintered, searching for allies."	"ROME — Roughly five weeks ago, Donald Tusk, one of the European Union’s most powerful political figures, issued a blunt warning to its 28 countries: Come up with a coherent plan to tackle the refugee crisis within two months, or risk chaos."	"Without an effective Europe-wide policy response, and facing growing public anger in many countries, Europe’s national leaders have splintered, searching for allies."	"11"	"The New York Times"	"2016-02-26T01:28:16+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/f7362bfd-c957-5196-a04a-f63bbcd63abf"	1023	"nyt://article/f7362bfd-c957-5196-a04a-f63bbcd63abf"	"With No Unified Refugee Strategy, Europeans Fall Back on Old Alliances"	NA	NA	"With No Unified Refugee Strategy, Europeans Fall Back on Old Alliances"	NA	NA	NA	"By Jim Yardley"	NA	1459	910	67
"920"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/interactive/2016/02/04/world/europe/migrant-crisis-by-the-numbers.html"	"Forced from their homes by war and economic deprivation, 67,000 migrants made the perilous journey to Europe last month."	"Forced from their homes by war and economic deprivation, 67,000 migrants made the perilous journey to Europe last month."	"Forced from their homes by war and economic deprivation, 67,000 migrants made the perilous journey to Europe last month."	NA	"The New York Times"	"2016-02-04T03:27:29+0000"	"multimedia"	"World"	"World"	"Europe"	"Interactive Feature"	"nyt://interactive/9feed2a7-ae2f-58af-a908-a1c7180a5263"	0	"nyt://interactive/9feed2a7-ae2f-58af-a908-a1c7180a5263"	"The Migrant Crisis: No End in Sight"	NA	NA	NA	NA	NA	NA	"By RUSSELL GOLDMAN"	NA	1459	910	67
"921"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/05/05/world/europe/europe-turkey-visa.html"	"The plan is a significant step for the bloc as it struggles to come to terms with the migrant crisis and hew to its humanitarian values."	"BRUSSELS — The European Union authorities proposed visa-free travel in the bloc for Turkish citizens on Wednesday, a significant step for the group of 28 nations as it struggles to come to terms with the migrant crisis and hew to its humanitarian values."	"The plan is a significant step for the bloc as it struggles to come to terms with the migrant crisis and hew to its humanitarian values."	"6"	"The New York Times"	"2016-05-04T11:06:47+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/78d07266-981e-5aa2-a9ee-acd9ac0122d4"	995	"nyt://article/78d07266-981e-5aa2-a9ee-acd9ac0122d4"	"European Union Proposes Visa-Free Travel for Turks"	NA	NA	NA	NA	NA	NA	"By James Kanter"	NA	1459	920	41
"922"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/01/09/opinion/europe-must-do-better-on-refugees.html"	"With predictions of up to three million new arrivals, this year is shaping up to be even more challenging than 2015."	"Last year, more than one million refugees and migrants made their way to Europe — the largest influx of people since World War II. The arrivals are sorely testing the European Union, fueling xenophobic far-right parties and sowing discord among the union’s 28 member nations over how to deal with the crisis. More than 3,700 people died in 2015 attempting to cross the Mediterranean. This year is shaping up to be even worse. On Tuesday, the bodies of at least 36 refugees headed for Greece were found on beaches in Turkey. The European Union is predicting that up to three million asylum seekers will arrive in Europe this year."	"With predictions of up to three million new arrivals, this year is shaping up to be even more challenging than 2015."	NA	"International New York Times"	"2016-01-08T14:50:53+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/27204960-e601-5458-b0c9-538d2b0a63ce"	503	"nyt://article/27204960-e601-5458-b0c9-538d2b0a63ce"	"Europe Must Do Better on Refugees"	"Editorial"	NA	"Europe Must Do Better on Refugees"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	920	41
"923"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/03/01/world/europe/greece-macedonia-border-refugees-riots.html"	"Less than a week after a meeting to discuss stemming the flow of people toward Germany, thousands were stuck in Greece after the Macedonian authorities sealed the border."	"ATHENS — It was a scene of a type that could become all too common in coming months: Thousands of increasingly desperate people backed up at the frontier between Greece and Macedonia on Monday, stymied in their efforts to reach Germany. A group of angry asylum seekers busted through a razor-wire fence. Armed police officers fired tear gas as frenzied crowds chanted, “Open the border!”"	"Less than a week after a meeting to discuss stemming the flow of people toward Germany, thousands were stuck in Greece after the Macedonian authorities sealed the border."	"4"	"The New York Times"	"2016-02-29T11:38:58+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/0a06f9a2-94e7-5956-b28f-16f9dd803eca"	1083	"nyt://article/0a06f9a2-94e7-5956-b28f-16f9dd803eca"	"Violence Erupts in Greece as Migrants Try to Cross Into Macedonia"	NA	NA	"Violence Erupts in Greece as Migrants Try to Cross Into Macedonia"	NA	NA	NA	"By Liz Alderman and Dimitris Bounias"	NA	1459	920	41
"924"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/07/13/world/europe/voices-from-europes-far-right.html"	"Hundreds of readers from across the Continent responded to our call to share their experiences as supporters of far-right parties."	"This spring, we asked readers who support far-right parties in Europe to tell us why they had turned away from mainstream political movements. We received hundreds of responses from voters, most of whom cited concern about immigration and a desire to challenge the European Union in explaining their views."	"Hundreds of readers from across the Continent responded to our call to share their experiences as supporters of far-right parties."	NA	"The New York Times"	"2016-07-12T04:00:28+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/2b6d501a-47ec-56c1-a80d-fc6cd3bc5d1c"	1153	"nyt://article/2b6d501a-47ec-56c1-a80d-fc6cd3bc5d1c"	"Voices From Europe’s Far Right"	NA	NA	NA	NA	NA	NA	"By Palko Karasz"	NA	1459	920	41
"925"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/01/05/world/europe/sweden-denmark-border-check-migrants.html"	"The moves by the two Scandinavian countries represented another step in the erosion of the ideal of borderless travel across most of the European Union."	"LONDON — The continued flow of people along Europe’s migration trail, from Turkey and Greece to the Balkans to Scandinavia, faced new impediments on Monday as two of the northernmost destinations further tightened border controls in response to political, economic and logistical pressures."	"The moves by the two Scandinavian countries represented another step in the erosion of the ideal of borderless travel across most of the European Union."	"10"	"The New York Times"	"2016-01-04T12:29:16+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/4c321d5f-4312-5a04-a78c-afa9a0e5c6a8"	1217	"nyt://article/4c321d5f-4312-5a04-a78c-afa9a0e5c6a8"	"Sweden and Denmark Add Border Checks to Stem Flow of Migrants"	NA	NA	"Sweden and Denmark Tighten Border Controls to Stem Flow of Migrants"	NA	NA	NA	"By Dan Bilefsky"	NA	1459	920	41
"926"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/07/04/opinion/an-exodus-in-our-own-backyard.html"	"President Obama has spoken with sympathy of the families and young children fleeing violence in Central America. But he has done too little."	"The United States often faces global crises that force it to balance incompatible interests. But there is one test, close to home, whose answers are straightforward."	"President Obama has spoken with sympathy of the families and young children fleeing violence in Central America. But he has done too little."	"20"	"The New York Times"	"2016-07-04T07:21:24+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/06908074-84c0-563a-ab77-415bfda893a2"	645	"nyt://article/06908074-84c0-563a-ab77-415bfda893a2"	"An Exodus in Our Own Backyard"	"Editorial"	NA	"An Exodus in Our Own Backyard"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	920	41
"927"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/05/30/world/europe/migrants-deaths-mediterranean-libya-italy.html"	"Europe was again confronted with the horrors of its refugee crisis during a deadly three-day stretch on the sea, which is becoming a more popular migrant route."	"ROME — The migrant ships kept sinking. First came a battered, blue-decked vessel that flipped over on Wednesday as terrified migrants plunged into the Mediterranean Sea. The next day, a flimsy craft capsized with hundreds of people aboard. And on Friday, still another boat sank into the deceptively placid waters of the Mediterranean."	"Europe was again confronted with the horrors of its refugee crisis during a deadly three-day stretch on the sea, which is becoming a more popular migrant route."	"1"	"The New York Times"	"2016-05-29T16:42:33+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/807f0c0f-51ae-5e30-af4d-9c74c733b766"	980	"nyt://article/807f0c0f-51ae-5e30-af4d-9c74c733b766"	"Three Days, 700 Deaths on Mediterranean as Migrant Crisis Flares"	NA	NA	"3 Days, 700 Dead: Sea’s Heavy Toll in Migrant Crisis"	NA	NA	NA	"By Jim Yardley and Gaia Pianigiani"	NA	1459	920	41
"928"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2017/02/12/briefing/adele-syria-hamburg.html"	"Here’s what you need to know to start your day."	"Good morning."	"Here’s what you need to know to start your day."	NA	"The New York Times"	"2017-02-13T04:58:55+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/020d57f8-62e7-526f-a276-aeecbe2e219f"	1212	"nyt://article/020d57f8-62e7-526f-a276-aeecbe2e219f"	"Adele, Syria, Hamburg: Your Monday Briefing"	"Europe Edition"	NA	NA	NA	NA	NA	"By Patrick Boehler"	NA	1459	920	41
"929"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/04/03/world/europe/for-migrants-into-europe-a-road-less-traveled.html"	"The flow of refugees and migrants on the Arctic route through Russia is tiny, compared with other routes. But it has added anxiety, not to mention intrigue, to a crisis that is tearing the European Union apart."	"KANDALAKSHA, Russia — So many decrepit Soviet-era cars carried migrants into Europe from this frozen Russian town in recent months that border officials in Finland, who confiscate the rust-bucket vehicles as soon as they cross the frontier, watched in dismay as their parking lot turned into a scrapyard."	"The flow of refugees and migrants on the Arctic route through Russia is tiny, compared with other routes. But it has added anxiety, not to mention intrigue, to a crisis that is tearing the European Union apart."	"6"	"The New York Times"	"2016-04-02T21:49:57+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/7407194a-e84d-5b8c-85cb-4acc8afc2644"	1539	"nyt://article/7407194a-e84d-5b8c-85cb-4acc8afc2644"	"E.U. Suspects Russian Agenda in Migrants’ Shifting Arctic Route"	NA	NA	"For Migrants Into Europe, a Road Less Traveled"	NA	NA	NA	"By Andrew Higgins"	NA	1459	920	41
"930"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/03/03/world/europe/eu-aid-migrants-greece.html"	"The $760 million plan would be the first emergency humanitarian program to alleviate suffering inside the 28-country bloc’s borders."	"BRUSSELS — For the first time in its history, the European Union on Wednesday announced plans for an emergency aid package to alleviate large-scale suffering inside its borders, where tens of thousands of migrants are trapped in Greece as they seek asylum in northern Europe."	"The $760 million plan would be the first emergency humanitarian program to alleviate suffering inside the 28-country bloc’s borders."	NA	"The New York Times"	"2016-03-02T12:48:02+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/a95ca6fb-390d-56d1-bc91-9f4ea39b379e"	831	"nyt://article/a95ca6fb-390d-56d1-bc91-9f4ea39b379e"	"European Union Plans Emergency Aid to Help Trapped Refugees"	NA	NA	NA	NA	NA	NA	"By James Kanter"	NA	1459	920	41
"931"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/02/13/opinion/mrs-clintons-mixed-immigration-message.html"	"Showing full support for a bill that would ensure legal support for children at the border would help to clarify the candidate’s view."	"In Thursday night’s Democratic debate, Hillary Clinton defended her past statements that Central American migrant children needed to be sent home from the border to “send a message” to other families: Don’t come."	"Showing full support for a bill that would ensure legal support for children at the border would help to clarify the candidate’s view."	"20"	"The New York Times"	"2016-02-13T02:40:39+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/f393331f-5b8b-5590-8b90-182706350801"	592	"nyt://article/f393331f-5b8b-5590-8b90-182706350801"	"Mrs. Clinton’s Mixed Immigration Message"	"Editorial"	NA	"A Mixed Immigration Message"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	930	63
"932"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/03/03/world/europe/eu-aid-migrants-greece.html"	"The $760 million plan would be the first emergency humanitarian program to alleviate suffering inside the 28-country bloc’s borders."	"BRUSSELS — For the first time in its history, the European Union on Wednesday announced plans for an emergency aid package to alleviate large-scale suffering inside its borders, where tens of thousands of migrants are trapped in Greece as they seek asylum in northern Europe."	"The $760 million plan would be the first emergency humanitarian program to alleviate suffering inside the 28-country bloc’s borders."	NA	"The New York Times"	"2016-03-02T12:48:02+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/a95ca6fb-390d-56d1-bc91-9f4ea39b379e"	831	"nyt://article/a95ca6fb-390d-56d1-bc91-9f4ea39b379e"	"European Union Plans Emergency Aid to Help Trapped Refugees"	NA	NA	NA	NA	NA	NA	"By James Kanter"	NA	1459	930	63
"933"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2017/01/28/world/europe/europe-worries-populism-trump.html"	"The rise of populism, economic threats and the uncertainty of relations with the Trump administration are sources of turbulence for Europe."	"Europe is facing multiple tribulations in 2017, engulfed in uncertainties over terrorism, borders, migration, economics and President Trump’s new America First message booming from across the Atlantic."	"The rise of populism, economic threats and the uncertainty of relations with the Trump administration are sources of turbulence for Europe."	"6"	"The New York Times"	"2017-01-28T15:54:52+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/2aa77043-9bae-5f33-830a-e3aca5d01ea8"	1380	"nyt://article/2aa77043-9bae-5f33-830a-e3aca5d01ea8"	"The Questions That Could Reshape a Worried Europe in 2017"	NA	NA	"Questions That Could Reshape Europe"	NA	NA	NA	"By Rick Gladstone"	NA	1459	930	63
"934"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/05/04/world/europe/lutz-bachmann-pegida-fined-germany.html"	"Lutz Bachmann, who helped found the Pegida movement in Dresden, was convicted over a post that called refugees “cattle” and “trash.”"	"BERLIN — One of the leaders of Pegida, the German anti-immigrant movement, was found guilty of incitement on Tuesday for insulting refugees in a social media post two years ago."	"Lutz Bachmann, who helped found the Pegida movement in Dresden, was convicted over a post that called refugees “cattle” and “trash.”"	"6"	"The New York Times"	"2016-05-03T18:20:51+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/61976e83-76b2-5560-be46-96b7d7eefd08"	280	"nyt://article/61976e83-76b2-5560-be46-96b7d7eefd08"	"German Anti-Immigrant Leader Fined Over Facebook Post"	NA	NA	"German Court Fines Rightist  For Online Post"	NA	NA	NA	"By Melissa Eddy"	NA	1459	930	63
"935"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/12/21/world/europe/berlin-christmas-market-attack.html"	"The man was denied asylum in Germany and was considered a security risk. He is wanted in connection with a truck attack that killed 12 people and hurt 48."	"BERLIN — Investigators undertook a Europe-wide manhunt on Wednesday for a young Tunisian ex-convict with multiple aliases who had been denied asylum in Germany and was considered a security risk, linking him to a deadly truck rampage through a Berlin Christmas market."	"The man was denied asylum in Germany and was considered a security risk. He is wanted in connection with a truck attack that killed 12 people and hurt 48."	NA	"The New York Times"	"2016-12-21T13:06:11+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/1162161d-1872-57f6-a50a-2e8044062156"	1345	"nyt://article/1162161d-1872-57f6-a50a-2e8044062156"	"Germany Seeks Tunisian Tied to Berlin Christmas Market Attack"	NA	NA	NA	NA	NA	NA	"By Melissa Eddy"	NA	1459	930	63
"936"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/05/31/opinion/afghans-the-refugees-refugees.html"	"European governments say the war in Afghanistan is over, but Afghans are leaving in record numbers."	"KABUL, Afghanistan — When Ahmad was deported from Turkey early this year, he came to live under a bridge called Pul-i-Sokhta, in the western part of the city. The bridge, which spans a dried-up riverbed, has been an unofficial meeting place for drug addicts for years. But recently men like Ahmad — men who cashed in their lives in Afghanistan for a chance at something better elsewhere, men who were betrayed by fortune and forced to return — have been congregating here, to smoke up, shoot up, pilfer and beg."	"European governments say the war in Afghanistan is over, but Afghans are leaving in record numbers."	NA	"The New York Times"	"2016-05-30T16:00:28+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/81bafa31-5499-5ba8-81c3-5a6e01f648e4"	1251	"nyt://article/81bafa31-5499-5ba8-81c3-5a6e01f648e4"	"Afghans, the Refugees’ Refugees"	"Op-Ed Contributor"	NA	NA	NA	NA	NA	"By May Jeong"	NA	1459	930	63
"937"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/07/21/world/europe/germany-train-attack-refugees.html"	"The ax and knife assault prompted worries about a fresh round of second-guessing over the effects of opening the door to so many immigrants."	"WEIMAR, Germany — Residents of Weimar flocked to the German city’s central park to escape unusually scorching heat this week, setting up picnics and watching bees skitter across the wildflowers near a placid reflecting pool."	"The ax and knife assault prompted worries about a fresh round of second-guessing over the effects of opening the door to so many immigrants."	"6"	"The New York Times"	"2016-07-20T15:58:46+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/fb8c6b34-4ede-5f25-8178-059a3e8a4921"	1194	"nyt://article/fb8c6b34-4ede-5f25-8178-059a3e8a4921"	"After Attack on German Train, Fears Over Refugees, and From Them, Too"	NA	NA	"After Attack on German Train, Fears of Migrants, and Among Them, Too"	NA	NA	NA	"By Rick Lyman"	NA	1459	930	63
"938"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/05/22/world/europe/migrant-crimes-add-volatile-element-to-austrias-election.html"	"Anti-immigrant sentiment is influencing a presidential vote on Sunday that could elect the first far-right head of state in Europe since World War II."	"VIENNA — By any measure, the string of crimes has been terrible. A grandmother of three, walking her dog, raped along a riverbank. A 10-year-old boy sexually assaulted at a public swimming pool. A 21-year-old student gang raped near the giant Ferris wheel at Vienna’s famed Prater park. A 54-year-old woman beaten to death on the street."	"Anti-immigrant sentiment is influencing a presidential vote on Sunday that could elect the first far-right head of state in Europe since World War II."	"12"	"The New York Times"	"2016-05-21T19:05:04+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/5397f229-e4fc-5d38-89b2-70de5e303213"	1367	"nyt://article/5397f229-e4fc-5d38-89b2-70de5e303213"	"Migrant Crimes Add Volatile Element to Austria’s Election"	NA	NA	"Migrant Fears Loom in Austrian Election"	NA	NA	NA	"By Alison Smale"	NA	1459	930	63
"939"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/03/19/world/europe/european-union-turkey-refugees-migrants.html"	"The move to send migrants who arrive in Greece back to Turkey was a significant step amid a crisis that has left tens of thousands of people in squalid conditions."	"BRUSSELS — The European Union has reached an agreement with Turkey that it hopes will ease the migrant crisis that has roiled the Continent for the past year."	"The move to send migrants who arrive in Greece back to Turkey was a significant step amid a crisis that has left tens of thousands of people in squalid conditions."	"1"	"The New York Times"	"2016-03-18T16:05:53+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/c9590132-a913-5876-80e6-21d1742dd3f0"	1207	"nyt://article/c9590132-a913-5876-80e6-21d1742dd3f0"	"European Union Reaches Deal With Turkey to Return New Asylum Seekers"	NA	NA	"E.U. Pact to Send Fresh Migrants Back to Turkey"	NA	NA	NA	"By James Kanter"	NA	1459	930	63
"940"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/11/20/world/europe/germany-salafists-refugees.html"	"New vigilance was propelled in part by concern that followers of an ultraconservative branch of Islam are trying to recruit among the many Muslims who arrived a year ago."	"HILDESHEIM, Germany — For years, the authorities in Germany have warily monitored the swelling ranks of Salafists, followers of an ultraconservative branch of Islam who are known for aggressive proselytizing and their sympathies for the Islamic State."	"New vigilance was propelled in part by concern that followers of an ultraconservative branch of Islam are trying to recruit among the many Muslims who arrived a year ago."	"12"	"The New York Times"	"2016-11-19T14:56:07+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/c1043d21-e646-5ae1-ab2c-581d156f50ca"	1103	"nyt://article/c1043d21-e646-5ae1-ab2c-581d156f50ca"	"Germany Cracks Down on Salafists to Shield Refugees"	NA	NA	"Germany Cracks Down on Salafists to Shield Refugees"	NA	NA	NA	"By Alison Smale"	NA	1459	930	63
"941"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/11/20/world/europe/germany-salafists-refugees.html"	"New vigilance was propelled in part by concern that followers of an ultraconservative branch of Islam are trying to recruit among the many Muslims who arrived a year ago."	"HILDESHEIM, Germany — For years, the authorities in Germany have warily monitored the swelling ranks of Salafists, followers of an ultraconservative branch of Islam who are known for aggressive proselytizing and their sympathies for the Islamic State."	"New vigilance was propelled in part by concern that followers of an ultraconservative branch of Islam are trying to recruit among the many Muslims who arrived a year ago."	"12"	"The New York Times"	"2016-11-19T14:56:07+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/c1043d21-e646-5ae1-ab2c-581d156f50ca"	1103	"nyt://article/c1043d21-e646-5ae1-ab2c-581d156f50ca"	"Germany Cracks Down on Salafists to Shield Refugees"	NA	NA	"Germany Cracks Down on Salafists to Shield Refugees"	NA	NA	NA	"By Alison Smale"	NA	1459	940	46
"942"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2017/05/03/magazine/israels-invisible-filipino-work-force.html"	"To support their families back home, women from the Philippines have found work and a new way of life in Israel. But at what price?"	"The building behind the Central Bus Station in South Tel Aviv is peculiar, the Filipinos who rent the second floor told me one evening in April. You barely hear any Hebrew spoken there. On Friday night, as you climb its winding staircase, the doors of the apartments are ajar, and a cacophony of sounds fills the street: from the Nepalese on the ground floor, the Chinese on the third floor and the Africans — Eritrean, the women are pretty sure — on the fourth floor. And during the week? The women grow quiet, hesitant. They don’t know what happens then. They are only ever in the apartment on the weekend, during their one day off. The rest of the time they live with their employers, who are, for the most part, elderly and frail and in need of constant assistance."	"To support their families back home, women from the Philippines have found work and a new way of life in Israel. But at what price?"	"38"	"The New York Times"	"2017-05-03T09:00:08+0000"	"article"	"Magazine"	"Magazine"	NA	"News"	"nyt://article/d4728497-e784-56ad-b55c-bd1dd50f9b6d"	4674	"nyt://article/d4728497-e784-56ad-b55c-bd1dd50f9b6d"	"Israel’s Invisible Filipino Work Force"	"The Money Issue"	NA	"The Caregivers"	NA	NA	NA	"By Ruth Margalit"	NA	1459	940	46
"943"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2017/07/12/nyregion/ms-13-murders-long-island.html"	"Four young Latino men went to hang out in the woods on Long Island one night during spring break. They ended up victims of the brutal gang MS-13."	"The bodies were discovered in the woods behind a soccer field in a middle-class suburban town on Long Island. It was the middle of April, during spring break for the local high schools. Three students and a cousin visiting from out of state had been hacked to death by machete, the telltale weapon of the savage MS-13 gang."	"Four young Latino men went to hang out in the woods on Long Island one night during spring break. They ended up victims of the brutal gang MS-13."	"1"	"The New York Times"	"2017-07-12T17:40:29+0000"	"article"	"Metropolitan"	"New York"	NA	"News"	"nyt://article/d738005c-3d0e-5d9b-9947-a8847974e53d"	2828	"nyt://article/d738005c-3d0e-5d9b-9947-a8847974e53d"	"The Gang Murders in the Long Island Suburbs"	NA	NA	"Gang Murders in the Suburbs"	NA	NA	NA	"By Liz Robbins and Nadia T. Rodriguez"	NA	1459	940	46
"944"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/03/08/world/europe/europe-migrants-refugees-turkey.html"	"Turkish leaders asked for more money to deal with the millions of Syrian refugees and sought progress on their effort to join the European Union."	"BRUSSELS — Turkey surprised European Union leaders on Monday by hitting them with a new set of demands if it is to help stem the flow of refugees from Syria and Iraq and other migrants seeking to enter Europe."	"Turkish leaders asked for more money to deal with the millions of Syrian refugees and sought progress on their effort to join the European Union."	"11"	"The New York Times"	"2016-03-07T18:38:52+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/edaaa1d5-4e49-5950-9c95-d3118606f189"	1078	"nyt://article/edaaa1d5-4e49-5950-9c95-d3118606f189"	"Turkey Places Conditions on E.U. for Migrant Help"	NA	NA	"Turkey Places Conditions on E.U. for Migrant Help"	NA	NA	NA	"By James Kanter"	NA	1459	940	46
"945"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/interactive/2016/04/18/world/middleeast/How-Turkeys-Promise-to-Stop-the-Flow-of-Syrian-Refugees-Is-Creating-a-New-Crisis.html"	""	""	""	NA	"The New York Times"	"2016-04-25T08:29:03+0000"	"multimedia"	"World"	"World"	"Middle East"	"Interactive Feature"	"nyt://interactive/7eb6428c-abbb-5b79-8113-0e7eee3b4710"	0	"nyt://interactive/7eb6428c-abbb-5b79-8113-0e7eee3b4710"	"How Turkey’s Promise to Stop the Flow of Refugees Is Creating a New Crisis"	NA	NA	NA	NA	NA	NA	"By SERGIO PEÇANHA"	NA	1459	940	46
"946"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/01/05/us/arrests-begin-for-migrants-who-lost-asylum-cases.html"	"Federal agents arrested 121 migrants for deportation, the government said, starting a wave of removals of parents and children who arrived in 2014 and failed to win asylum in immigration courts."	"Federal immigration enforcement agents last weekend arrested 121 migrants for deportation, Homeland Security Secretary Jeh Johnson said on Monday, starting a wave of removals of parents and children, mainly from Central America, who came during the border surge in 2014 and failed to win asylum in immigration courts."	"Federal agents arrested 121 migrants for deportation, the government said, starting a wave of removals of parents and children who arrived in 2014 and failed to win asylum in immigration courts."	"12"	"The New York Times"	"2016-01-05T01:30:44+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/b575a5f3-9dcd-54eb-96df-35ad9c2c5f06"	697	"nyt://article/b575a5f3-9dcd-54eb-96df-35ad9c2c5f06"	"Arrests Begin for Migrants Who Lost Asylum Cases"	NA	NA	"Arrests Begin for Migrants Who Lost Asylum Cases"	NA	NA	NA	"By Julia Preston"	NA	1459	940	46
